sim,sample_size,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,virus
10000,107,0.975,0.975,0.53,0.0597,0.0550554593929629,0.0643445406070371,0.95062903024961,0.8375,0.373831775700935,0.333333333333334,0.362057632398754,CMV
10000,107,0.975,0.975,0.54,0.0667,0.061809019509215,0.071590980490785,0.952213470408881,0.8375,0.373831775700935,0.333333333333334,0.362442367601247,CMV
10000,107,0.975,0.975,0.55,0.0644,0.0595881683891367,0.0692118316108633,0.953799823988853,0.8375,0.373831775700935,0.333333333333334,0.362827102803739,CMV
10000,107,0.975,0.975,0.56,0.0578,0.0532253502383064,0.0623746497616936,0.95538809445768,0.8375,0.373831775700935,0.333333333333334,0.363211838006231,CMV
10000,107,0.975,0.975,0.57,0.0615,0.0567904753214838,0.0662095246785162,0.956978285291908,0.8375,0.373831775700935,0.333333333333334,0.363596573208723,CMV
10000,107,0.975,0.975,0.58,0.0632,0.0584301539644256,0.0679698460355745,0.958570399976489,0.8375,0.373831775700935,0.333333333333334,0.363981308411215,CMV
10000,107,0.975,0.975,0.59,0.0586,0.053995756479164,0.063204243520836,0.960164442004818,0.8375,0.373831775700935,0.333333333333334,0.364366043613708,CMV
10000,107,0.975,0.975,0.6,0.0596,0.0549591041655498,0.0642408958344502,0.961760414878748,0.8375,0.373831775700935,0.333333333333334,0.3647507788162,CMV
10000,107,0.975,0.975,0.61,0.0578,0.0532253502383064,0.0623746497616936,0.963358322108626,0.8375,0.373831775700935,0.333333333333334,0.365135514018692,CMV
10000,107,0.975,0.975,0.62,0.0597,0.0550554593929629,0.0643445406070371,0.964958167213308,0.8375,0.373831775700935,0.333333333333334,0.365520249221184,CMV
10000,107,0.975,0.975,0.63,0.052,0.0476476058177303,0.0563523941822697,0.966559953720194,0.8375,0.373831775700935,0.333333333333334,0.365904984423676,CMV
10000,107,0.975,0.975,0.64,0.0579,0.0533216376196067,0.0624783623803933,0.968163685165248,0.8375,0.373831775700935,0.333333333333334,0.366289719626169,CMV
10000,107,0.975,0.975,0.65,0.0586,0.053995756479164,0.063204243520836,0.969769365093029,0.8375,0.373831775700935,0.333333333333334,0.366674454828661,CMV
10000,107,0.975,0.975,0.66,0.0543,0.0498577909767178,0.0587422090232822,0.97137699705671,0.8375,0.373831775700935,0.333333333333334,0.367059190031153,CMV
10000,107,0.975,0.975,0.67,0.0583,0.0537068255196558,0.0628931744803442,0.972986584618112,0.8375,0.373831775700935,0.333333333333334,0.367443925233645,CMV
10000,107,0.975,0.975,0.68,0.0559,0.051396633597895,0.060403366402105,0.974598131347726,0.8375,0.373831775700935,0.333333333333334,0.367828660436138,CMV
10000,107,0.975,0.975,0.69,0.0531,0.048704364223926,0.057495635776074,0.976211640824739,0.8375,0.373831775700935,0.333333333333334,0.36821339563863,CMV
10000,107,0.975,0.975,0.7,0.0581,0.0535142239132688,0.0626857760867312,0.977827116637063,0.8375,0.373831775700935,0.333333333333334,0.368598130841122,CMV
10000,107,0.975,0.975,0.71,0.0532,0.0488004594852841,0.0575995405147159,0.97944456238136,0.8375,0.373831775700935,0.333333333333334,0.368982866043614,CMV
10000,107,0.975,0.975,0.72,0.0547,0.0502424022785904,0.0591575977214096,0.981063981663068,0.8375,0.373831775700935,0.333333333333334,0.369367601246106,CMV
10000,107,0.975,0.975,0.73,0.0576,0.0530327870536345,0.0621672129463655,0.982685378096431,0.8375,0.373831775700935,0.333333333333334,0.369752336448599,CMV
10000,107,0.975,0.975,0.74,0.0551,0.0506270802693813,0.0595729197306187,0.984308755304522,0.8375,0.373831775700935,0.333333333333334,0.370137071651091,CMV
10000,107,0.975,0.975,0.75,0.0548,0.0503385655510928,0.0592614344489073,0.98593411691927,0.8375,0.373831775700935,0.333333333333334,0.370521806853583,CMV
10000,107,0.975,0.975,0.76,0.0516,0.0472634635203377,0.0559365364796623,0.987561466581492,0.8375,0.373831775700935,0.333333333333334,0.370906542056075,CMV
10000,107,0.975,0.975,0.77,0.0536,0.0491848837677745,0.0580151162322255,0.989190807940916,0.8375,0.373831775700935,0.333333333333334,0.371291277258567,CMV
10000,107,0.975,0.975,0.78,0.0512,0.0468793936545568,0.0555206063454432,0.990822144656208,0.8375,0.373831775700935,0.333333333333334,0.37167601246106,CMV
10000,107,0.975,0.975,0.79,0.0527,0.0483200267624635,0.0570799732375365,0.992455480395002,0.8375,0.373831775700935,0.333333333333334,0.372060747663552,CMV
10000,107,0.975,0.975,0.8,0.0508,0.0464953970245351,0.0551046029754649,0.994090818833925,0.8375,0.373831775700935,0.333333333333334,0.372445482866044,CMV
10000,107,0.975,0.975,0.81,0.0495,0.0452479237810448,0.0537520762189553,0.995728163658626,0.8375,0.373831775700935,0.333333333333334,0.372830218068536,CMV
10000,107,0.975,0.975,0.82,0.0493,0.0450560761050221,0.0535439238949779,0.997367518563803,0.8375,0.373831775700935,0.333333333333334,0.373214953271028,CMV
10000,107,0.975,0.975,0.83,0.0501,0.0458235816206772,0.0543764183793228,0.999008887253232,0.8375,0.373831775700935,0.333333333333334,0.373599688473521,CMV
