sim,n_control,n_cfs,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,snp
10000,201,305,1,1,0.48,0.6335,0.624054331935356,0.642945668064644,0.654939822498317,0.937686939182453,0.507462686567164,0.395478246243552,0.40290896201925,IRF5
10000,201,305,1,1,0.49,0.6385,0.629082036949396,0.647917963050604,0.655361379146926,0.937686939182453,0.507462686567164,0.395478246243552,0.40306376859791,IRF5
10000,201,305,1,1,0.5,0.65,0.640649968346552,0.659350031653448,0.655783154501212,0.937686939182453,0.507462686567164,0.395478246243552,0.403218575176571,IRF5
10000,201,305,1,1,0.51,0.6268,0.617318922598739,0.636281077401261,0.656205148731416,0.937686939182453,0.507462686567164,0.395478246243552,0.403373381755231,IRF5
10000,201,305,1,1,0.52,0.6376,0.628176968794726,0.647023031205274,0.656627362007957,0.937686939182453,0.507462686567164,0.395478246243552,0.403528188333891,IRF5
10000,201,305,1,1,0.53,0.6289,0.619429810810107,0.638370189189893,0.657049794501433,0.937686939182453,0.507462686567164,0.395478246243552,0.403682994912552,IRF5
10000,201,305,1,1,0.54,0.6361,0.626668601262156,0.645531398737844,0.657472446382617,0.937686939182453,0.507462686567164,0.395478246243552,0.403837801491212,IRF5
10000,201,305,1,1,0.55,0.6328,0.623350540844896,0.642249459155104,0.657895317822458,0.937686939182453,0.507462686567164,0.395478246243552,0.403992608069873,IRF5
10000,201,305,1,1,0.56,0.6284,0.618927201017097,0.637872798982903,0.658318408992087,0.937686939182453,0.507462686567164,0.395478246243552,0.404147414648533,IRF5
10000,201,305,1,1,0.57,0.6322,0.622747308403476,0.641652691596524,0.658741720062809,0.937686939182453,0.507462686567164,0.395478246243552,0.404302221227193,IRF5
10000,201,305,1,1,0.58,0.6352,0.625763628284814,0.644636371715187,0.659165251206109,0.937686939182453,0.507462686567164,0.395478246243552,0.404457027805854,IRF5
10000,201,305,1,1,0.59,0.6251,0.615610248276773,0.634589751723228,0.65958900259365,0.937686939182453,0.507462686567164,0.395478246243552,0.404611834384514,IRF5
10000,201,305,1,1,0.6,0.6262,0.616715846796526,0.635684153203474,0.660012974397273,0.937686939182453,0.507462686567164,0.395478246243552,0.404766640963174,IRF5
10000,201,305,1,1,0.61,0.6177,0.608173939611377,0.627226060388623,0.660437166788998,0.937686939182453,0.507462686567164,0.395478246243552,0.404921447541835,IRF5
10000,201,305,1,1,0.62,0.618,0.6084753659242,0.6275246340758,0.660861579941026,0.937686939182453,0.507462686567164,0.395478246243552,0.405076254120495,IRF5
10000,201,305,1,1,0.63,0.6269,0.617419436748119,0.636380563251881,0.661286214025733,0.937686939182453,0.507462686567164,0.395478246243552,0.405231060699155,IRF5
